ping_id,supervisor_id,timestamp,site_id,zone,floor,activity_type,dwell_minutes
LOC-0309,SUP-001,2026-02-25T10:00:45,SITE-001,Electrical,18,coordination,8
LOC-0310,SUP-001,2026-02-25T10:15:00,SITE-001,Office Trailer,0,meeting,40
LOC-0311,SUP-002,2026-02-25T06:55:15,SITE-001,Office Trailer,0,documentation,18
LOC-0312,SUP-002,2026-02-25T07:20:30,SITE-001,Structure,24,inspection,22
LOC-0313,SUP-002,2026-02-25T07:50:00,SITE-001,Envelope,26,observation,14
LOC-0314,SUP-002,2026-02-25T08:10:22,SITE-001,Interior,20,coordination,10
LOC-0315,SUP-002,2026-02-25T08:25:45,SITE-001,Mechanical,14,inspection,18
LOC-0316,SUP-002,2026-02-25T08:50:00,SITE-001,Electrical,22,inspection,15
LOC-0317,SUP-002,2026-02-25T09:10:15,SITE-001,Office Trailer,0,documentation,35
LOC-0318,SUP-002,2026-02-25T09:50:30,SITE-001,Structure,28,observation,12
LOC-0319,SUP-002,2026-02-25T10:10:00,SITE-001,Interior,16,coordination,8
LOC-0320,SUP-002,2026-02-25T10:25:22,SITE-001,Office Trailer,0,meeting,45
LOC-0321,SUP-003,2026-02-25T06:50:45,SITE-002,Office Trailer,0,documentation,20
LOC-0322,SUP-003,2026-02-25T07:15:00,SITE-002,Foundation,0,inspection,16
LOC-0323,SUP-003,2026-02-25T07:35:15,SITE-002,Structure,4,observation,12
LOC-0324,SUP-003,2026-02-25T07:55:30,SITE-002,Interior,3,coordination,14
LOC-0325,SUP-003,2026-02-25T08:15:00,SITE-002,Mechanical,2,inspection,20
LOC-0326,SUP-003,2026-02-25T08:40:22,SITE-002,Electrical,4,inspection,16
LOC-0327,SUP-003,2026-02-25T09:00:45,SITE-002,Office Trailer,0,documentation,35
LOC-0328,SUP-003,2026-02-25T09:40:00,SITE-002,Structure,5,observation,10
LOC-0329,SUP-003,2026-02-25T10:00:15,SITE-002,Interior,4,coordination,8
LOC-0330,SUP-003,2026-02-25T10:15:30,SITE-002,Office Trailer,0,meeting,38
LOC-0331,SUP-004,2026-02-25T07:00:00,SITE-002,Office Trailer,0,documentation,16
LOC-0332,SUP-004,2026-02-25T07:20:22,SITE-002,Foundation,0,inspection,18
LOC-0333,SUP-004,2026-02-25T07:45:45,SITE-002,Structure,3,observation,10
LOC-0334,SUP-004,2026-02-25T08:00:00,SITE-002,Interior,5,coordination,12
LOC-0335,SUP-004,2026-02-25T08:20:15,SITE-002,Mechanical,2,inspection,20
LOC-0336,SUP-004,2026-02-25T08:45:30,SITE-002,Electrical,3,inspection,14
LOC-0337,SUP-004,2026-02-25T09:05:00,SITE-002,Office Trailer,0,documentation,28
LOC-0338,SUP-004,2026-02-25T09:40:22,SITE-002,Structure,6,observation,12
LOC-0339,SUP-004,2026-02-25T10:00:45,SITE-002,Interior,4,coordination,10
LOC-0340,SUP-004,2026-02-25T10:15:00,SITE-002,Office Trailer,0,meeting,35
LOC-0341,SUP-019,2026-02-25T06:35:15,SITE-009,Office Trailer,0,documentation,28
LOC-0342,SUP-019,2026-02-25T07:10:30,SITE-009,Foundation,0,inspection,22
LOC-0343,SUP-019,2026-02-25T07:40:00,SITE-009,Structure,0,observation,15
LOC-0344,SUP-019,2026-02-25T08:00:22,SITE-009,Mechanical,0,coordination,18
LOC-0345,SUP-019,2026-02-25T08:25:45,SITE-009,Electrical,0,inspection,24
LOC-0346,SUP-019,2026-02-25T08:55:00,SITE-009,Interior,0,inspection,20
LOC-0347,SUP-019,2026-02-25T09:20:15,SITE-009,Office Trailer,0,documentation,42
LOC-0348,SUP-019,2026-02-25T10:10:30,SITE-009,Structure,0,observation,14
LOC-0349,SUP-019,2026-02-25T10:30:00,SITE-009,Mechanical,0,coordination,10
LOC-0350,SUP-019,2026-02-25T10:45:22,SITE-009,Office Trailer,0,meeting,48
LOC-0351,SUP-019,2026-02-25T11:40:45,SITE-009,Office Trailer,0,documentation,38
LOC-0352,SUP-019,2026-02-25T12:25:00,SITE-009,Electrical,0,inspection,20
LOC-0353,SUP-019,2026-02-25T12:50:15,SITE-009,Interior,0,observation,12
LOC-0354,SUP-019,2026-02-25T13:10:30,SITE-009,Structure,0,coordination,10
LOC-0355,SUP-019,2026-02-25T13:25:00,SITE-009,Office Trailer,0,documentation,35
LOC-0356,SUP-019,2026-02-25T14:05:22,SITE-009,Mechanical,0,inspection,18
LOC-0357,SUP-019,2026-02-25T14:30:45,SITE-009,Electrical,0,observation,14
LOC-0358,SUP-019,2026-02-25T14:50:00,SITE-009,Office Trailer,0,documentation,32
LOC-0359,SUP-019,2026-02-25T15:25:15,SITE-009,Interior,0,coordination,10
LOC-0360,SUP-019,2026-02-25T15:45:30,SITE-009,Office Trailer,0,documentation,25
LOC-0361,SUP-020,2026-02-25T06:50:00,SITE-009,Office Trailer,0,documentation,18
LOC-0362,SUP-020,2026-02-25T07:15:22,SITE-009,Foundation,0,inspection,16
LOC-0363,SUP-020,2026-02-25T07:35:45,SITE-009,Structure,0,observation,12
LOC-0364,SUP-020,2026-02-25T07:55:00,SITE-009,Mechanical,0,coordination,14
LOC-0365,SUP-020,2026-02-25T08:15:15,SITE-009,Electrical,0,inspection,18
LOC-0366,SUP-020,2026-02-25T08:40:30,SITE-009,Interior,0,inspection,14
LOC-0367,SUP-020,2026-02-25T09:00:00,SITE-009,Office Trailer,0,documentation,30
LOC-0368,SUP-020,2026-02-25T09:35:22,SITE-009,Structure,0,observation,10
LOC-0369,SUP-020,2026-02-25T09:50:45,SITE-009,Mechanical,0,coordination,8
LOC-0370,SUP-020,2026-02-25T10:05:00,SITE-009,Office Trailer,0,meeting,38
LOC-0371,SUP-005,2026-02-25T06:45:15,SITE-003,Office Trailer,0,documentation,16
LOC-0372,SUP-005,2026-02-25T07:05:30,SITE-003,Foundation,0,inspection,14
LOC-0373,SUP-005,2026-02-25T07:25:00,SITE-003,Structure,3,observation,10
LOC-0374,SUP-005,2026-02-25T07:40:22,SITE-003,Envelope,5,coordination,12
LOC-0375,SUP-005,2026-02-25T08:00:45,SITE-003,Interior,4,inspection,18
LOC-0376,SUP-005,2026-02-25T08:25:00,SITE-003,Mechanical,2,inspection,14
LOC-0377,SUP-005,2026-02-25T08:45:15,SITE-003,Office Trailer,0,documentation,28
LOC-0378,SUP-005,2026-02-25T09:20:30,SITE-003,Structure,5,observation,10
LOC-0379,SUP-005,2026-02-25T09:35:00,SITE-003,Electrical,3,coordination,8
LOC-0380,SUP-005,2026-02-25T09:50:22,SITE-003,Office Trailer,0,meeting,32
LOC-0381,SUP-008,2026-02-25T07:00:45,SITE-004,Office Trailer,0,documentation,15
LOC-0382,SUP-008,2026-02-25T07:20:00,SITE-004,Foundation,0,inspection,12
LOC-0383,SUP-008,2026-02-25T07:40:15,SITE-004,Structure,2,observation,10
LOC-0384,SUP-008,2026-02-25T07:55:30,SITE-004,Interior,1,coordination,14
LOC-0385,SUP-008,2026-02-25T08:15:00,SITE-004,Mechanical,1,inspection,18
LOC-0386,SUP-008,2026-02-25T08:40:22,SITE-004,Exterior,0,observation,8
LOC-0387,SUP-008,2026-02-25T08:55:45,SITE-004,Office Trailer,0,documentation,22
LOC-0388,SUP-008,2026-02-25T09:25:00,SITE-004,Structure,3,inspection,16
LOC-0389,SUP-008,2026-02-25T09:45:15,SITE-004,Interior,2,coordination,10
LOC-0390,SUP-008,2026-02-25T10:00:30,SITE-004,Office Trailer,0,meeting,30
LOC-0391,SUP-010,2026-02-25T06:50:00,SITE-005,Office Trailer,0,documentation,18
LOC-0392,SUP-010,2026-02-25T07:15:22,SITE-005,Foundation,0,inspection,16
LOC-0393,SUP-010,2026-02-25T07:35:45,SITE-005,Structure,0,observation,12
LOC-0394,SUP-010,2026-02-25T07:55:00,SITE-005,Exterior,0,coordination,14
LOC-0395,SUP-010,2026-02-25T08:15:15,SITE-005,Mechanical,0,inspection,20
LOC-0396,SUP-010,2026-02-25T08:40:30,SITE-005,Electrical,0,inspection,15
LOC-0397,SUP-010,2026-02-25T09:00:00,SITE-005,Office Trailer,0,documentation,30
LOC-0398,SUP-010,2026-02-25T09:35:22,SITE-005,Structure,0,observation,10
LOC-0399,SUP-010,2026-02-25T09:50:45,SITE-005,Interior,0,coordination,8
LOC-0400,SUP-010,2026-02-25T10:05:00,SITE-005,Office Trailer,0,meeting,35
LOC-0401,SUP-012,2026-02-25T07:00:15,SITE-006,Office Trailer,0,documentation,16
LOC-0402,SUP-012,2026-02-25T07:20:30,SITE-006,Foundation,0,inspection,14
LOC-0403,SUP-012,2026-02-25T07:40:00,SITE-006,Structure,2,observation,10
LOC-0404,SUP-012,2026-02-25T07:55:22,SITE-006,Interior,1,coordination,12
LOC-0405,SUP-012,2026-02-25T08:15:45,SITE-006,Mechanical,1,inspection,18
LOC-0406,SUP-012,2026-02-25T08:40:00,SITE-006,Exterior,0,observation,8
LOC-0407,SUP-012,2026-02-25T08:55:15,SITE-006,Office Trailer,0,documentation,25
LOC-0408,SUP-012,2026-02-25T09:25:30,SITE-006,Structure,3,inspection,16
LOC-0409,SUP-012,2026-02-25T09:45:00,SITE-006,Interior,2,coordination,10
LOC-0410,SUP-012,2026-02-25T10:00:22,SITE-006,Office Trailer,0,meeting,32
LOC-0411,SUP-015,2026-02-25T07:00:45,SITE-007,Office Trailer,0,documentation,14
LOC-0412,SUP-015,2026-02-25T07:20:00,SITE-007,Foundation,0,inspection,12
LOC-0413,SUP-015,2026-02-25T07:35:15,SITE-007,Structure,1,observation,10
LOC-0414,SUP-015,2026-02-25T07:50:30,SITE-007,Interior,1,coordination,14
LOC-0415,SUP-015,2026-02-25T08:10:00,SITE-007,Mechanical,1,inspection,16
LOC-0416,SUP-015,2026-02-25T08:30:22,SITE-007,Exterior,0,observation,8
LOC-0417,SUP-015,2026-02-25T08:45:45,SITE-007,Office Trailer,0,documentation,22
LOC-0418,SUP-015,2026-02-25T09:15:00,SITE-007,Structure,2,inspection,14
LOC-0419,SUP-015,2026-02-25T09:35:15,SITE-007,Interior,1,coordination,10
LOC-0420,SUP-015,2026-02-25T09:50:30,SITE-007,Office Trailer,0,meeting,28
LOC-0421,SUP-017,2026-02-25T07:05:00,SITE-008,Office Trailer,0,documentation,10
LOC-0422,SUP-017,2026-02-25T07:20:22,SITE-008,Foundation,0,inspection,8
LOC-0423,SUP-017,2026-02-25T07:35:45,SITE-008,Structure,3,observation,6
LOC-0424,SUP-017,2026-02-25T07:45:00,SITE-008,Interior,2,coordination,10
LOC-0425,SUP-017,2026-02-25T08:00:15,SITE-008,Mechanical,1,inspection,12
LOC-0426,SUP-017,2026-02-25T08:15:30,SITE-008,Exterior,0,observation,5
LOC-0427,SUP-017,2026-02-25T08:25:00,SITE-008,Office Trailer,0,documentation,15
LOC-0428,SUP-017,2026-02-25T08:45:22,SITE-008,Structure,4,inspection,10
LOC-0429,SUP-017,2026-02-25T09:00:45,SITE-008,Interior,3,coordination,8
LOC-0430,SUP-017,2026-02-25T09:15:00,SITE-008,Office Trailer,0,meeting,22
LOC-0431,SUP-021,2026-02-25T07:05:15,SITE-010,Office Trailer,0,documentation,14
LOC-0432,SUP-021,2026-02-25T07:25:30,SITE-010,Foundation,0,inspection,12
LOC-0433,SUP-021,2026-02-25T07:45:00,SITE-010,Structure,0,observation,8
LOC-0434,SUP-021,2026-02-25T08:00:22,SITE-010,Exterior,0,coordination,10
LOC-0435,SUP-021,2026-02-25T08:15:45,SITE-010,Mechanical,0,inspection,16
LOC-0436,SUP-021,2026-02-25T08:35:00,SITE-010,Electrical,0,inspection,12
LOC-0437,SUP-021,2026-02-25T08:50:15,SITE-010,Office Trailer,0,documentation,20
LOC-0438,SUP-021,2026-02-25T09:15:30,SITE-010,Structure,0,observation,10
LOC-0439,SUP-021,2026-02-25T09:30:00,SITE-010,Exterior,0,coordination,8
LOC-0440,SUP-021,2026-02-25T09:45:22,SITE-010,Office Trailer,0,meeting,25
LOC-0441,SUP-023,2026-02-25T07:20:45,SITE-011,Office Trailer,0,documentation,16
LOC-0442,SUP-023,2026-02-25T07:40:00,SITE-011,Interior,1,inspection,14
LOC-0443,SUP-023,2026-02-25T08:00:15,SITE-011,Structure,2,observation,10
LOC-0444,SUP-023,2026-02-25T08:15:30,SITE-011,Interior,2,coordination,12
LOC-0445,SUP-023,2026-02-25T08:35:00,SITE-011,Mechanical,1,inspection,16
LOC-0446,SUP-023,2026-02-25T08:55:22,SITE-011,Electrical,1,inspection,12
LOC-0447,SUP-023,2026-02-25T09:10:45,SITE-011,Office Trailer,0,documentation,22
LOC-0448,SUP-023,2026-02-25T09:40:00,SITE-011,Structure,3,observation,10
LOC-0449,SUP-023,2026-02-25T09:55:15,SITE-011,Interior,3,coordination,8
LOC-0450,SUP-023,2026-02-25T10:10:30,SITE-011,Office Trailer,0,meeting,28
LOC-0451,SUP-025,2026-02-25T07:15:00,SITE-012,Office Trailer,0,documentation,14
LOC-0452,SUP-025,2026-02-25T07:35:22,SITE-012,Interior,1,inspection,12
LOC-0453,SUP-025,2026-02-25T07:55:45,SITE-012,Structure,1,observation,10
LOC-0454,SUP-025,2026-02-25T08:10:00,SITE-012,Interior,2,coordination,12
LOC-0455,SUP-025,2026-02-25T08:30:15,SITE-012,Mechanical,1,inspection,16
LOC-0456,SUP-025,2026-02-25T08:50:30,SITE-012,Electrical,1,inspection,14
LOC-0457,SUP-025,2026-02-25T09:10:00,SITE-012,Office Trailer,0,documentation,20
LOC-0458,SUP-025,2026-02-25T09:35:22,SITE-012,Interior,2,observation,10
LOC-0459,SUP-025,2026-02-25T09:50:45,SITE-012,Structure,2,coordination,8
LOC-0460,SUP-025,2026-02-25T10:05:00,SITE-012,Office Trailer,0,meeting,26
LOC-0461,SUP-001,2026-02-26T06:50:15,SITE-001,Office Trailer,0,documentation,18
LOC-0462,SUP-001,2026-02-26T07:15:30,SITE-001,Structure,12,inspection,16
LOC-0463,SUP-001,2026-02-26T07:35:00,SITE-001,Envelope,18,observation,10
LOC-0464,SUP-001,2026-02-26T07:50:22,SITE-001,Interior,16,coordination,12
LOC-0465,SUP-001,2026-02-26T08:10:45,SITE-001,Mechanical,10,inspection,18
LOC-0466,SUP-001,2026-02-26T08:35:00,SITE-001,Electrical,14,inspection,14
LOC-0467,SUP-001,2026-02-26T08:55:15,SITE-001,Office Trailer,0,documentation,30
LOC-0468,SUP-001,2026-02-26T09:30:30,SITE-001,Structure,20,observation,12
LOC-0469,SUP-001,2026-02-26T09:50:00,SITE-001,Interior,18,coordination,8
LOC-0470,SUP-001,2026-02-26T10:05:22,SITE-001,Office Trailer,0,meeting,42
LOC-0471,SUP-003,2026-02-26T06:55:45,SITE-002,Office Trailer,0,documentation,18
LOC-0472,SUP-003,2026-02-26T07:20:00,SITE-002,Structure,4,inspection,16
LOC-0473,SUP-003,2026-02-26T07:40:15,SITE-002,Interior,3,observation,10
LOC-0474,SUP-003,2026-02-26T08:00:30,SITE-002,Mechanical,2,coordination,14
LOC-0475,SUP-003,2026-02-26T08:20:00,SITE-002,Electrical,4,inspection,18
LOC-0476,SUP-003,2026-02-26T08:45:22,SITE-002,Foundation,0,inspection,12
LOC-0477,SUP-003,2026-02-26T09:00:45,SITE-002,Office Trailer,0,documentation,28
LOC-0478,SUP-003,2026-02-26T09:35:00,SITE-002,Structure,5,observation,10
LOC-0479,SUP-003,2026-02-26T09:50:15,SITE-002,Interior,4,coordination,8
LOC-0480,SUP-003,2026-02-26T10:05:30,SITE-002,Office Trailer,0,meeting,36
LOC-0481,SUP-019,2026-02-26T06:40:00,SITE-009,Office Trailer,0,documentation,26
LOC-0482,SUP-019,2026-02-26T07:10:22,SITE-009,Electrical,0,inspection,22
LOC-0483,SUP-019,2026-02-26T07:40:45,SITE-009,Mechanical,0,inspection,18
LOC-0484,SUP-019,2026-02-26T08:05:00,SITE-009,Structure,0,observation,14
LOC-0485,SUP-019,2026-02-26T08:25:15,SITE-009,Interior,0,coordination,12
LOC-0486,SUP-019,2026-02-26T08:45:30,SITE-009,Office Trailer,0,documentation,40
LOC-0487,SUP-019,2026-02-26T09:30:00,SITE-009,Electrical,0,inspection,20
LOC-0488,SUP-019,2026-02-26T09:55:22,SITE-009,Mechanical,0,observation,14
LOC-0489,SUP-019,2026-02-26T10:15:45,SITE-009,Office Trailer,0,meeting,45
LOC-0490,SUP-019,2026-02-26T11:05:00,SITE-009,Office Trailer,0,documentation,35
LOC-0491,SUP-010,2026-02-26T06:55:15,SITE-005,Office Trailer,0,documentation,16
LOC-0492,SUP-010,2026-02-26T07:15:30,SITE-005,Foundation,0,inspection,14
LOC-0493,SUP-010,2026-02-26T07:35:00,SITE-005,Structure,0,observation,10
LOC-0494,SUP-010,2026-02-26T07:50:22,SITE-005,Mechanical,0,coordination,12
LOC-0495,SUP-010,2026-02-26T08:10:45,SITE-005,Electrical,0,inspection,18
LOC-0496,SUP-010,2026-02-26T08:35:00,SITE-005,Exterior,0,observation,8
LOC-0497,SUP-010,2026-02-26T08:50:15,SITE-005,Office Trailer,0,documentation,24
LOC-0498,SUP-010,2026-02-26T09:20:30,SITE-005,Structure,0,inspection,16
LOC-0499,SUP-010,2026-02-26T09:40:00,SITE-005,Interior,0,coordination,10
LOC-0500,SUP-010,2026-02-26T10:00:22,SITE-005,Office Trailer,0,meeting,32
