presence_id,associate_id,store_id,timestamp,zone,dwell_time_min,is_customer_facing
PRS-00312,ASC-077,STR-026,2025-11-23T14:14:00Z,Fitting Room,43.5,True
PRS-00313,ASC-039,STR-012,2025-10-19T15:21:00Z,Stockroom,75.0,False
PRS-00314,ASC-041,STR-015,2025-11-09T19:36:00Z,Back Office,38.7,False
PRS-00315,ASC-052,STR-002,2025-11-22T17:41:00Z,Receiving,87.8,False
PRS-00316,ASC-036,STR-001,2025-12-30T12:13:00Z,Stockroom,24.5,False
PRS-00317,ASC-048,STR-001,2025-11-11T19:50:00Z,Back Office,51.1,False
PRS-00318,ASC-026,STR-026,2025-10-28T22:28:00Z,Break Room,11.4,False
PRS-00319,ASC-032,STR-006,2025-11-11T21:46:00Z,Register,85.8,True
PRS-00320,ASC-006,STR-025,2025-12-24T18:44:00Z,Customer Service Desk,64.2,True
PRS-00321,ASC-032,STR-009,2025-12-17T18:03:00Z,Sales Floor,58.3,True
PRS-00322,ASC-036,STR-018,2025-11-17T20:59:00Z,Sales Floor,43.5,True
PRS-00323,ASC-010,STR-011,2025-11-22T10:55:00Z,Sales Floor,28.3,True
PRS-00324,ASC-026,STR-018,2025-10-12T20:15:00Z,Sales Floor,50.1,True
PRS-00325,ASC-034,STR-018,2025-12-07T15:44:00Z,Sales Floor,69.9,True
PRS-00326,ASC-009,STR-028,2025-12-29T16:54:00Z,Back Office,70.0,False
PRS-00327,ASC-028,STR-006,2025-11-11T20:14:00Z,Back Office,31.3,False
PRS-00328,ASC-034,STR-009,2025-12-17T06:08:00Z,Sales Floor,38.1,True
PRS-00329,ASC-051,STR-026,2025-12-02T07:53:00Z,Register,82.3,True
PRS-00330,ASC-066,STR-012,2025-10-03T19:02:00Z,Customer Service Desk,78.8,True
PRS-00331,ASC-042,STR-026,2025-12-08T21:18:00Z,Register,57.8,True
PRS-00332,ASC-010,STR-019,2025-10-12T09:34:00Z,Sales Floor,47.2,True
PRS-00333,ASC-012,STR-019,2025-11-29T12:48:00Z,Sales Floor,62.2,True
PRS-00334,ASC-036,STR-015,2025-11-27T10:41:00Z,Sales Floor,18.0,True
PRS-00335,ASC-074,STR-011,2025-11-28T22:49:00Z,Stockroom,74.2,False
PRS-00336,ASC-056,STR-029,2025-10-03T18:36:00Z,Sales Floor,56.9,True
PRS-00337,ASC-050,STR-001,2025-10-02T13:20:00Z,Back Office,24.8,False
PRS-00338,ASC-029,STR-019,2025-12-26T16:34:00Z,Back Office,60.6,False
PRS-00339,ASC-074,STR-030,2025-11-15T10:12:00Z,Receiving,20.1,False
PRS-00340,ASC-024,STR-004,2025-10-04T07:49:00Z,Sales Floor,32.7,True
PRS-00341,ASC-009,STR-011,2025-11-10T13:42:00Z,Sales Floor,28.7,True
PRS-00342,ASC-055,STR-009,2025-10-30T12:49:00Z,Back Office,14.1,False
PRS-00343,ASC-057,STR-004,2025-11-18T06:28:00Z,Break Room,77.2,False
PRS-00344,ASC-027,STR-013,2025-10-07T20:28:00Z,Back Office,20.1,False
PRS-00345,ASC-049,STR-019,2025-10-16T08:11:00Z,Register,52.9,True
PRS-00346,ASC-067,STR-004,2025-10-21T12:07:00Z,Fitting Room,67.2,True
PRS-00347,ASC-046,STR-024,2025-11-10T19:12:00Z,Sales Floor,10.0,True
PRS-00348,ASC-065,STR-012,2025-12-01T14:32:00Z,Sales Floor,42.2,True
PRS-00349,ASC-001,STR-013,2025-11-23T18:54:00Z,Sales Floor,33.7,True
PRS-00350,ASC-040,STR-027,2025-10-09T19:54:00Z,Stockroom,22.2,False
PRS-00351,ASC-011,STR-021,2025-12-22T18:56:00Z,Back Office,85.7,False
PRS-00352,ASC-036,STR-024,2025-12-22T16:02:00Z,Sales Floor,23.9,True
PRS-00353,ASC-073,STR-001,2025-10-17T22:09:00Z,Sales Floor,43.3,True
PRS-00354,ASC-005,STR-002,2025-12-16T12:55:00Z,Stockroom,27.8,False
PRS-00355,ASC-080,STR-014,2025-10-21T19:11:00Z,Sales Floor,47.6,True
PRS-00356,ASC-020,STR-024,2025-12-25T11:23:00Z,Break Room,11.6,False
PRS-00357,ASC-021,STR-001,2025-12-03T12:19:00Z,Back Office,34.8,False
PRS-00358,ASC-034,STR-020,2025-11-11T06:50:00Z,Sales Floor,4.5,True
PRS-00359,ASC-061,STR-002,2025-10-19T19:02:00Z,Register,69.1,True
PRS-00360,ASC-068,STR-006,2025-10-21T09:00:00Z,Sales Floor,21.6,True
PRS-00361,ASC-054,STR-003,2025-10-15T21:29:00Z,Customer Service Desk,77.3,True
PRS-00362,ASC-069,STR-015,2025-10-18T06:19:00Z,Back Office,81.2,False
PRS-00363,ASC-033,STR-005,2025-11-11T17:39:00Z,Stockroom,10.5,False
PRS-00364,ASC-064,STR-024,2025-12-13T12:08:00Z,Sales Floor,13.4,True
PRS-00365,ASC-019,STR-008,2025-12-24T08:47:00Z,Sales Floor,37.5,True
PRS-00366,ASC-079,STR-004,2025-11-01T13:16:00Z,Sales Floor,60.0,True
PRS-00367,ASC-043,STR-023,2025-11-29T22:33:00Z,Register,79.8,True
PRS-00368,ASC-017,STR-011,2025-11-24T17:42:00Z,Sales Floor,66.8,True
PRS-00369,ASC-005,STR-024,2025-11-19T07:50:00Z,Sales Floor,18.0,True
PRS-00370,ASC-019,STR-021,2025-10-05T13:10:00Z,Back Office,3.0,False
PRS-00371,ASC-062,STR-016,2025-11-14T12:40:00Z,Break Room,87.4,False
PRS-00372,ASC-052,STR-015,2025-10-28T20:39:00Z,Sales Floor,40.7,True
PRS-00373,ASC-036,STR-021,2025-12-05T16:21:00Z,Customer Service Desk,18.4,True
PRS-00374,ASC-044,STR-026,2025-12-02T20:42:00Z,Sales Floor,77.3,True
PRS-00375,ASC-067,STR-009,2025-10-09T17:27:00Z,Register,86.9,True
PRS-00376,ASC-017,STR-004,2025-10-30T20:53:00Z,Sales Floor,50.4,True
PRS-00377,ASC-038,STR-005,2025-11-14T15:28:00Z,Back Office,88.6,False
PRS-00378,ASC-011,STR-028,2025-12-04T11:25:00Z,Break Room,79.9,False
PRS-00379,ASC-066,STR-007,2025-10-19T13:49:00Z,Sales Floor,66.5,True
PRS-00380,ASC-046,STR-017,2025-12-16T10:36:00Z,Break Room,48.2,False
PRS-00381,ASC-069,STR-012,2025-12-09T13:44:00Z,Fitting Room,48.7,True
PRS-00382,ASC-048,STR-006,2025-10-13T11:40:00Z,Register,56.4,True
PRS-00383,ASC-020,STR-018,2025-12-18T19:54:00Z,Sales Floor,6.3,True
PRS-00384,ASC-052,STR-010,2025-11-19T22:26:00Z,Break Room,43.2,False
PRS-00385,ASC-018,STR-024,2025-11-08T06:04:00Z,Sales Floor,50.9,True
PRS-00386,ASC-040,STR-007,2025-12-18T08:03:00Z,Stockroom,14.3,False
PRS-00387,ASC-062,STR-027,2025-10-21T13:25:00Z,Receiving,58.9,False
PRS-00388,ASC-051,STR-019,2025-10-25T13:53:00Z,Back Office,21.9,False
PRS-00389,ASC-036,STR-005,2025-11-21T09:46:00Z,Stockroom,85.1,False
PRS-00390,ASC-020,STR-007,2025-11-26T10:43:00Z,Sales Floor,30.8,True
PRS-00391,ASC-016,STR-017,2025-11-09T22:06:00Z,Receiving,54.7,False
PRS-00392,ASC-030,STR-022,2025-11-26T15:52:00Z,Sales Floor,67.4,True
PRS-00393,ASC-059,STR-005,2025-10-10T16:56:00Z,Sales Floor,88.9,True
PRS-00394,ASC-049,STR-027,2025-11-02T09:40:00Z,Back Office,53.5,False
PRS-00395,ASC-063,STR-025,2025-11-07T13:33:00Z,Sales Floor,89.8,True
PRS-00396,ASC-078,STR-020,2025-11-16T13:55:00Z,Break Room,45.5,False
PRS-00397,ASC-056,STR-014,2025-10-08T09:55:00Z,Stockroom,76.1,False
PRS-00398,ASC-036,STR-029,2025-11-02T22:21:00Z,Back Office,75.6,False
PRS-00399,ASC-046,STR-003,2025-10-02T09:45:00Z,Receiving,23.4,False
PRS-00400,ASC-064,STR-008,2025-12-15T19:42:00Z,Sales Floor,89.8,True
