txn_id,store_id,register_id,timestamp,type,total,items,associate_id,return_flag
TXN-00285,STR-021,REG-08,2025-12-08T12:58:00Z,sale,190.03,3,ASC-057,False
TXN-00286,STR-010,REG-11,2025-11-22T12:09:00Z,sale,2.53,25,ASC-018,False
TXN-00287,STR-012,REG-08,2025-11-30T16:00:00Z,sale,173.45,25,ASC-062,False
TXN-00288,STR-010,REG-08,2025-11-25T20:18:00Z,sale,279.38,18,ASC-048,False
TXN-00289,STR-007,REG-01,2025-12-11T14:25:00Z,sale,250.94,21,ASC-050,False
TXN-00290,STR-027,REG-01,2025-10-29T12:05:00Z,sale,85.75,25,ASC-079,False
TXN-00291,STR-026,REG-01,2025-12-27T12:18:00Z,sale,187.35,9,ASC-053,False
TXN-00292,STR-007,REG-11,2025-10-09T10:08:00Z,sale,223.82,20,ASC-058,False
TXN-00293,STR-009,REG-01,2025-12-19T15:12:00Z,sale,55.37,18,ASC-003,False
TXN-00294,STR-006,REG-05,2025-11-06T12:08:00Z,sale,255.17,8,ASC-012,False
TXN-00295,STR-005,REG-08,2025-12-03T11:21:00Z,sale,275.54,16,ASC-048,False
TXN-00296,STR-015,REG-01,2025-10-05T13:05:00Z,return,-14.43,1,ASC-035,True
TXN-00297,STR-025,REG-01,2025-10-10T16:30:00Z,sale,313.76,9,ASC-049,False
TXN-00298,STR-027,REG-08,2025-10-16T20:45:00Z,sale,270.5,15,ASC-032,False
TXN-00299,STR-024,REG-05,2025-10-26T15:47:00Z,sale,183.6,7,ASC-061,False
TXN-00300,STR-013,REG-08,2025-11-09T13:10:00Z,sale,17.16,18,ASC-067,False
TXN-00301,STR-004,REG-10,2025-12-01T18:19:00Z,sale,310.91,22,ASC-028,False
TXN-00302,STR-004,REG-03,2025-12-21T14:20:00Z,sale,278.55,19,ASC-016,False
TXN-00303,STR-013,REG-12,2025-11-01T08:02:00Z,sale,242.54,23,ASC-077,False
TXN-00304,STR-005,REG-11,2025-10-12T11:10:00Z,sale,240.87,11,ASC-008,False
TXN-00305,STR-002,REG-11,2025-12-22T10:44:00Z,sale,39.82,16,ASC-030,False
TXN-00306,STR-011,REG-01,2025-12-22T20:22:00Z,return,-114.45,2,ASC-003,True
TXN-00307,STR-023,REG-01,2025-11-15T19:08:00Z,sale,16.22,23,ASC-057,False
TXN-00308,STR-018,REG-08,2025-12-09T19:31:00Z,sale,67.35,12,ASC-042,False
TXN-00309,STR-024,REG-02,2025-11-05T21:53:00Z,sale,301.54,6,ASC-009,False
TXN-00310,STR-017,REG-06,2025-11-27T12:52:00Z,sale,130.07,1,ASC-065,False
TXN-00311,STR-013,REG-07,2025-10-24T08:39:00Z,return,-48.68,2,ASC-042,True
TXN-00312,STR-024,REG-06,2025-12-24T16:52:00Z,sale,184.61,16,ASC-071,False
TXN-00313,STR-005,REG-03,2025-11-06T13:26:00Z,sale,40.89,17,ASC-009,False
TXN-00314,STR-002,REG-03,2025-10-17T10:55:00Z,sale,39.7,7,ASC-013,False
TXN-00315,STR-002,REG-02,2025-12-22T21:24:00Z,sale,185.22,23,ASC-076,False
TXN-00316,STR-009,REG-05,2025-11-16T11:38:00Z,sale,7.05,7,ASC-063,False
TXN-00317,STR-030,REG-05,2025-10-11T15:51:00Z,sale,127.92,24,ASC-054,False
TXN-00318,STR-027,REG-11,2025-12-30T08:52:00Z,sale,186.33,24,ASC-010,False
TXN-00319,STR-027,REG-08,2025-10-10T11:33:00Z,sale,254.5,18,ASC-050,False
TXN-00320,STR-007,REG-10,2025-12-07T18:15:00Z,sale,331.76,18,ASC-072,False
TXN-00321,STR-014,REG-07,2025-10-14T20:40:00Z,sale,236.89,23,ASC-055,False
TXN-00322,STR-029,REG-05,2025-10-22T20:11:00Z,sale,177.88,22,ASC-021,False
TXN-00323,STR-018,REG-03,2025-11-26T13:57:00Z,sale,347.03,11,ASC-048,False
TXN-00324,STR-014,REG-04,2025-12-21T14:52:00Z,sale,213.92,19,ASC-070,False
TXN-00325,STR-007,REG-01,2025-12-10T19:16:00Z,sale,159.71,13,ASC-001,False
TXN-00326,STR-024,REG-05,2025-11-06T17:01:00Z,sale,347.71,10,ASC-001,False
TXN-00327,STR-010,REG-03,2025-10-28T21:20:00Z,sale,288.12,23,ASC-036,False
TXN-00328,STR-030,REG-01,2025-12-05T16:36:00Z,exchange,19.7,1,ASC-059,False
TXN-00329,STR-012,REG-06,2025-10-18T12:23:00Z,return,-151.28,3,ASC-039,True
TXN-00330,STR-003,REG-02,2025-11-21T17:58:00Z,sale,29.33,11,ASC-062,False
TXN-00331,STR-006,REG-11,2025-12-28T19:36:00Z,return,-181.4,3,ASC-005,True
TXN-00332,STR-024,REG-12,2025-12-13T14:05:00Z,sale,322.85,11,ASC-045,False
TXN-00333,STR-029,REG-03,2025-11-25T14:59:00Z,return,-30.39,2,ASC-078,True
TXN-00334,STR-030,REG-08,2025-12-21T20:40:00Z,sale,108.41,2,ASC-041,False
TXN-00335,STR-018,REG-02,2025-10-20T13:32:00Z,sale,55.74,22,ASC-051,False
TXN-00336,STR-015,REG-04,2025-12-16T17:32:00Z,sale,152.6,13,ASC-019,False
TXN-00337,STR-005,REG-06,2025-10-11T15:36:00Z,sale,192.98,9,ASC-011,False
TXN-00338,STR-013,REG-08,2025-11-25T20:44:00Z,sale,49.37,18,ASC-026,False
TXN-00339,STR-016,REG-01,2025-12-23T17:12:00Z,sale,348.98,17,ASC-032,False
TXN-00340,STR-008,REG-06,2025-11-04T20:27:00Z,sale,323.64,3,ASC-015,False
TXN-00341,STR-022,REG-01,2025-11-24T13:22:00Z,sale,122.22,21,ASC-004,False
TXN-00342,STR-025,REG-08,2025-10-22T13:39:00Z,return,-43.45,5,ASC-019,True
TXN-00343,STR-015,REG-05,2025-10-30T11:43:00Z,sale,265.81,3,ASC-015,False
TXN-00344,STR-024,REG-05,2025-11-01T17:59:00Z,sale,291.77,10,ASC-002,False
TXN-00345,STR-011,REG-01,2025-10-15T12:28:00Z,sale,117.83,24,ASC-069,False
TXN-00346,STR-007,REG-10,2025-12-09T16:48:00Z,sale,170.35,24,ASC-019,False
TXN-00347,STR-023,REG-01,2025-12-25T08:24:00Z,sale,233.08,2,ASC-033,False
TXN-00348,STR-006,REG-05,2025-11-06T11:50:00Z,sale,96.77,15,ASC-002,False
TXN-00349,STR-003,REG-01,2025-12-24T12:42:00Z,return,-71.28,1,ASC-003,True
TXN-00350,STR-010,REG-11,2025-12-23T14:14:00Z,price_override,53.31,1,ASC-041,False
TXN-00351,STR-016,REG-11,2025-12-16T16:05:00Z,sale,176.48,15,ASC-072,False
TXN-00352,STR-030,REG-01,2025-10-03T08:15:00Z,exchange,33.97,4,ASC-051,False
TXN-00353,STR-024,REG-09,2025-10-03T13:43:00Z,sale,219.77,8,ASC-065,False
TXN-00354,STR-009,REG-12,2025-10-08T18:16:00Z,return,-26.37,1,ASC-072,True
TXN-00355,STR-009,REG-03,2025-10-20T13:57:00Z,sale,50.2,24,ASC-049,False
TXN-00356,STR-017,REG-08,2025-12-18T21:40:00Z,sale,147.52,19,ASC-020,False
TXN-00357,STR-014,REG-08,2025-12-17T13:28:00Z,sale,74.35,5,ASC-075,False
TXN-00358,STR-018,REG-08,2025-10-26T21:08:00Z,sale,247.53,17,ASC-018,False
TXN-00359,STR-014,REG-03,2025-10-19T18:59:00Z,sale,57.42,3,ASC-072,False
TXN-00360,STR-018,REG-07,2025-10-16T10:20:00Z,return,-171.62,1,ASC-041,True
TXN-00361,STR-029,REG-01,2025-11-22T12:28:00Z,sale,288.04,21,ASC-036,False
TXN-00362,STR-005,REG-04,2025-10-25T09:08:00Z,sale,267.45,20,ASC-079,False
TXN-00363,STR-009,REG-03,2025-12-12T17:14:00Z,sale,82.74,1,ASC-046,False
TXN-00364,STR-003,REG-01,2025-12-01T10:32:00Z,return,-108.59,3,ASC-024,True
TXN-00365,STR-028,REG-01,2025-12-02T15:08:00Z,sale,81.13,14,ASC-002,False
TXN-00366,STR-030,REG-10,2025-11-22T11:47:00Z,sale,72.98,7,ASC-009,False
TXN-00367,STR-006,REG-03,2025-11-26T21:39:00Z,sale,115.4,15,ASC-032,False
TXN-00368,STR-014,REG-01,2025-10-06T17:47:00Z,return,-59.56,4,ASC-079,True
TXN-00369,STR-024,REG-02,2025-12-16T16:33:00Z,sale,247.18,2,ASC-067,False
TXN-00370,STR-004,REG-02,2025-11-28T21:56:00Z,sale,348.55,17,ASC-069,False
TXN-00371,STR-013,REG-07,2025-10-06T16:24:00Z,sale,221.65,2,ASC-025,False
TXN-00372,STR-010,REG-02,2025-11-20T12:49:00Z,return,-110.04,4,ASC-038,True
TXN-00373,STR-020,REG-03,2025-10-07T19:33:00Z,exchange,49.04,4,ASC-012,False
TXN-00374,STR-024,REG-08,2025-10-15T10:49:00Z,sale,313.28,18,ASC-018,False
TXN-00375,STR-013,REG-01,2025-11-11T15:01:00Z,sale,207.63,23,ASC-026,False
TXN-00376,STR-029,REG-02,2025-10-12T12:20:00Z,sale,317.74,6,ASC-016,False
TXN-00377,STR-003,REG-05,2025-12-30T15:40:00Z,sale,184.53,13,ASC-066,False
TXN-00378,STR-020,REG-09,2025-11-18T16:24:00Z,sale,61.88,11,ASC-073,False
TXN-00379,STR-028,REG-08,2025-10-20T10:55:00Z,sale,269.78,2,ASC-054,False
TXN-00380,STR-010,REG-08,2025-11-27T12:40:00Z,sale,314.74,7,ASC-001,False
TXN-00381,STR-020,REG-04,2025-11-02T08:29:00Z,sale,175.78,1,ASC-078,False
TXN-00382,STR-029,REG-11,2025-10-31T11:37:00Z,sale,160.17,15,ASC-011,False
TXN-00383,STR-020,REG-03,2025-10-01T11:56:00Z,sale,217.87,18,ASC-027,False
TXN-00384,STR-002,REG-09,2025-10-19T08:41:00Z,sale,53.02,2,ASC-074,False
TXN-00385,STR-027,REG-03,2025-11-08T13:58:00Z,sale,40.34,6,ASC-021,False
TXN-00386,STR-022,REG-08,2025-12-18T18:44:00Z,sale,201.37,18,ASC-023,False
TXN-00387,STR-015,REG-07,2025-12-14T13:59:00Z,sale,269.56,11,ASC-048,False
TXN-00388,STR-029,REG-01,2025-10-09T20:27:00Z,return,-187.34,4,ASC-018,True
TXN-00389,STR-004,REG-01,2025-11-05T13:33:00Z,sale,75.42,7,ASC-079,False
TXN-00390,STR-002,REG-05,2025-12-13T19:40:00Z,sale,32.97,24,ASC-078,False
TXN-00391,STR-030,REG-12,2025-12-30T12:27:00Z,sale,112.48,17,ASC-074,False
TXN-00392,STR-020,REG-11,2025-10-17T17:36:00Z,sale,255.89,16,ASC-064,False
TXN-00393,STR-026,REG-09,2025-12-18T11:45:00Z,sale,69.76,4,ASC-004,False
TXN-00394,STR-015,REG-08,2025-10-16T19:54:00Z,sale,216.32,14,ASC-053,False
TXN-00395,STR-002,REG-06,2025-11-14T16:51:00Z,sale,6.43,7,ASC-037,False
TXN-00396,STR-009,REG-12,2025-10-09T12:19:00Z,sale,115.06,1,ASC-015,False
TXN-00397,STR-022,REG-06,2025-11-13T14:46:00Z,sale,336.14,6,ASC-025,False
TXN-00398,STR-011,REG-03,2025-11-13T18:30:00Z,exchange,80.74,2,ASC-062,False
TXN-00399,STR-005,REG-08,2025-11-28T21:34:00Z,return,-109.82,4,ASC-008,True
TXN-00400,STR-027,REG-08,2025-11-08T17:46:00Z,sale,195.42,1,ASC-027,False
TXN-00401,STR-019,REG-08,2025-11-12T20:58:00Z,return,-131.05,2,ASC-036,True
TXN-00402,STR-027,REG-08,2025-11-13T14:40:00Z,sale,60.17,20,ASC-050,False
TXN-00403,STR-006,REG-03,2025-10-15T21:50:00Z,sale,247.58,11,ASC-005,False
TXN-00404,STR-009,REG-01,2025-10-12T15:56:00Z,sale,159.54,10,ASC-028,False
TXN-00405,STR-017,REG-08,2025-10-23T09:23:00Z,sale,272.78,3,ASC-057,False
TXN-00406,STR-017,REG-08,2025-12-01T16:09:00Z,sale,323.46,24,ASC-068,False
TXN-00407,STR-010,REG-04,2025-11-11T10:49:00Z,return,-39.68,5,ASC-017,True
TXN-00408,STR-007,REG-07,2025-10-05T15:24:00Z,sale,184.01,1,ASC-040,False
TXN-00409,STR-030,REG-05,2025-12-27T21:38:00Z,return,-135.01,1,ASC-014,True
TXN-00410,STR-017,REG-04,2025-12-24T19:19:00Z,sale,266.08,21,ASC-027,False
TXN-00411,STR-011,REG-10,2025-10-25T12:17:00Z,sale,271.04,22,ASC-016,False
TXN-00412,STR-009,REG-06,2025-10-21T12:07:00Z,sale,218.97,17,ASC-014,False
TXN-00413,STR-007,REG-01,2025-11-14T16:20:00Z,sale,330.29,10,ASC-074,False
TXN-00414,STR-008,REG-09,2025-10-10T12:39:00Z,return,-94.59,1,ASC-017,True
TXN-00415,STR-001,REG-11,2025-12-26T08:06:00Z,sale,32.43,13,ASC-023,False
TXN-00416,STR-023,REG-03,2025-12-15T18:53:00Z,sale,157.43,12,ASC-040,False
TXN-00417,STR-011,REG-03,2025-10-26T19:48:00Z,sale,187.89,25,ASC-060,False
TXN-00418,STR-019,REG-06,2025-10-12T21:51:00Z,exchange,49.49,4,ASC-040,False
TXN-00419,STR-022,REG-08,2025-12-30T20:29:00Z,sale,331.74,5,ASC-079,False
TXN-00420,STR-009,REG-03,2025-11-16T14:11:00Z,sale,233.65,11,ASC-059,False
TXN-00421,STR-016,REG-08,2025-10-09T15:07:00Z,sale,162.78,6,ASC-037,False
TXN-00422,STR-025,REG-11,2025-12-17T17:08:00Z,sale,143.48,23,ASC-014,False
TXN-00423,STR-011,REG-01,2025-12-23T09:50:00Z,sale,162.69,19,ASC-053,False
TXN-00424,STR-008,REG-03,2025-11-01T16:10:00Z,price_override,41.46,3,ASC-027,False
TXN-00425,STR-027,REG-01,2025-12-15T14:50:00Z,price_override,58.89,3,ASC-070,False
TXN-00426,STR-023,REG-03,2025-10-23T18:42:00Z,sale,325.97,19,ASC-063,False
TXN-00427,STR-004,REG-02,2025-12-16T15:20:00Z,sale,288.15,6,ASC-040,False
TXN-00428,STR-013,REG-06,2025-12-16T09:43:00Z,return,-49.59,4,ASC-042,True
TXN-00429,STR-016,REG-08,2025-12-24T08:05:00Z,sale,50.77,19,ASC-001,False
TXN-00430,STR-025,REG-06,2025-12-24T10:28:00Z,sale,138.02,19,ASC-058,False
TXN-00431,STR-007,REG-10,2025-12-27T13:19:00Z,sale,319.84,10,ASC-056,False
TXN-00432,STR-023,REG-03,2025-11-14T09:37:00Z,sale,345.28,13,ASC-017,False
TXN-00433,STR-028,REG-08,2025-10-08T13:57:00Z,sale,20.96,23,ASC-072,False
TXN-00434,STR-027,REG-11,2025-10-15T21:18:00Z,return,-154.13,5,ASC-051,True
TXN-00435,STR-021,REG-06,2025-12-31T14:25:00Z,sale,191.93,22,ASC-023,False
TXN-00436,STR-016,REG-06,2025-10-25T16:24:00Z,return,-129.74,4,ASC-020,True
TXN-00437,STR-010,REG-11,2025-12-25T10:08:00Z,sale,227.82,5,ASC-063,False
TXN-00438,STR-022,REG-01,2025-10-18T09:08:00Z,sale,147.01,15,ASC-078,False
TXN-00439,STR-030,REG-01,2025-12-19T10:29:00Z,sale,194.34,15,ASC-050,False
TXN-00440,STR-012,REG-03,2025-10-24T14:38:00Z,sale,175.61,24,ASC-031,False
TXN-00441,STR-023,REG-08,2025-11-04T14:59:00Z,sale,130.02,2,ASC-073,False
TXN-00442,STR-016,REG-01,2025-11-17T09:37:00Z,sale,242.45,5,ASC-068,False
TXN-00443,STR-028,REG-04,2025-11-05T15:33:00Z,sale,311.75,3,ASC-032,False
TXN-00444,STR-016,REG-08,2025-12-24T18:04:00Z,sale,189.87,19,ASC-040,False
TXN-00445,STR-020,REG-05,2025-11-13T16:49:00Z,sale,160.28,16,ASC-074,False
TXN-00446,STR-024,REG-06,2025-11-23T13:51:00Z,sale,60.71,23,ASC-077,False
TXN-00447,STR-024,REG-08,2025-12-12T12:03:00Z,sale,203.4,19,ASC-007,False
TXN-00448,STR-022,REG-08,2025-12-19T08:18:00Z,sale,46.57,3,ASC-036,False
TXN-00449,STR-009,REG-06,2025-12-18T12:17:00Z,return,-197.23,1,ASC-078,True
TXN-00450,STR-006,REG-03,2025-12-15T19:09:00Z,sale,130.99,6,ASC-034,False
TXN-00451,STR-026,REG-01,2025-10-31T15:11:00Z,sale,302.05,11,ASC-011,False
TXN-00452,STR-005,REG-03,2025-10-20T21:31:00Z,sale,146.0,13,ASC-031,False
TXN-00453,STR-022,REG-02,2025-12-21T10:13:00Z,sale,295.04,2,ASC-034,False
TXN-00454,STR-025,REG-03,2025-10-15T08:10:00Z,sale,167.99,16,ASC-069,False
TXN-00455,STR-008,REG-01,2025-12-27T19:24:00Z,sale,52.94,14,ASC-002,False
TXN-00456,STR-010,REG-03,2025-11-27T14:43:00Z,sale,186.76,2,ASC-013,False
TXN-00457,STR-030,REG-01,2025-12-21T13:54:00Z,sale,321.52,9,ASC-043,False
TXN-00458,STR-009,REG-10,2025-10-13T12:41:00Z,sale,162.74,22,ASC-031,False
TXN-00459,STR-024,REG-08,2025-12-15T20:12:00Z,sale,238.01,6,ASC-041,False
TXN-00460,STR-018,REG-08,2025-12-26T08:53:00Z,sale,145.41,17,ASC-014,False
TXN-00461,STR-022,REG-02,2025-11-14T11:46:00Z,sale,69.6,1,ASC-080,False
TXN-00462,STR-003,REG-05,2025-12-16T18:57:00Z,return,-14.65,1,ASC-016,True
TXN-00463,STR-003,REG-11,2025-12-17T10:24:00Z,sale,315.21,19,ASC-024,False
TXN-00464,STR-029,REG-05,2025-12-29T10:16:00Z,sale,232.02,3,ASC-059,False
TXN-00465,STR-030,REG-10,2025-11-24T19:57:00Z,sale,270.12,9,ASC-021,False
TXN-00466,STR-025,REG-06,2025-11-05T20:03:00Z,sale,118.1,2,ASC-034,False
TXN-00467,STR-027,REG-10,2025-10-23T15:04:00Z,sale,325.18,20,ASC-051,False
TXN-00468,STR-006,REG-08,2025-12-02T09:09:00Z,sale,152.36,20,ASC-014,False
TXN-00469,STR-030,REG-02,2025-12-31T12:06:00Z,sale,26.97,24,ASC-033,False
TXN-00470,STR-025,REG-02,2025-10-03T15:09:00Z,sale,2.8,2,ASC-050,False
TXN-00471,STR-009,REG-06,2025-12-29T13:57:00Z,sale,3.79,23,ASC-063,False
TXN-00472,STR-016,REG-01,2025-11-21T21:46:00Z,sale,275.42,18,ASC-029,False
TXN-00473,STR-001,REG-01,2025-12-28T21:49:00Z,sale,199.62,12,ASC-043,False
TXN-00474,STR-022,REG-08,2025-11-21T08:40:00Z,price_override,66.47,3,ASC-069,False
TXN-00475,STR-028,REG-06,2025-10-11T21:29:00Z,sale,103.26,7,ASC-023,False
TXN-00476,STR-018,REG-05,2025-11-19T18:12:00Z,sale,138.06,4,ASC-046,False
TXN-00477,STR-016,REG-06,2025-12-20T15:47:00Z,sale,14.91,1,ASC-076,False
TXN-00478,STR-008,REG-11,2025-11-19T09:50:00Z,sale,109.44,18,ASC-058,False
TXN-00479,STR-001,REG-05,2025-11-13T08:21:00Z,sale,17.38,4,ASC-028,False
TXN-00480,STR-026,REG-08,2025-12-25T16:29:00Z,void,87.67,5,ASC-020,False
TXN-00481,STR-024,REG-02,2025-10-30T09:02:00Z,sale,172.39,1,ASC-061,False
TXN-00482,STR-030,REG-03,2025-12-19T08:15:00Z,sale,47.86,6,ASC-007,False
TXN-00483,STR-029,REG-08,2025-10-13T15:39:00Z,sale,207.89,4,ASC-015,False
TXN-00484,STR-016,REG-03,2025-12-18T11:04:00Z,return,-116.89,4,ASC-042,True
TXN-00485,STR-004,REG-08,2025-12-13T16:08:00Z,sale,337.73,7,ASC-006,False
TXN-00486,STR-019,REG-09,2025-11-12T09:07:00Z,sale,265.75,6,ASC-048,False
TXN-00487,STR-018,REG-09,2025-11-26T11:59:00Z,sale,48.85,21,ASC-079,False
TXN-00488,STR-013,REG-04,2025-10-21T08:56:00Z,sale,4.71,6,ASC-012,False
TXN-00489,STR-023,REG-08,2025-12-15T12:26:00Z,sale,277.8,16,ASC-017,False
TXN-00490,STR-007,REG-06,2025-12-21T12:33:00Z,sale,85.64,6,ASC-079,False
TXN-00491,STR-023,REG-05,2025-12-16T10:45:00Z,sale,332.73,21,ASC-039,False
TXN-00492,STR-012,REG-01,2025-10-01T16:15:00Z,sale,345.34,4,ASC-080,False
TXN-00493,STR-012,REG-11,2025-12-09T16:14:00Z,sale,220.2,7,ASC-036,False
TXN-00494,STR-002,REG-10,2025-10-15T20:09:00Z,sale,339.08,16,ASC-064,False
TXN-00495,STR-006,REG-09,2025-12-25T08:03:00Z,sale,101.56,14,ASC-033,False
TXN-00496,STR-011,REG-03,2025-11-28T08:06:00Z,sale,323.89,6,ASC-021,False
TXN-00497,STR-026,REG-08,2025-12-02T16:07:00Z,sale,84.27,15,ASC-076,False
TXN-00498,STR-019,REG-06,2025-11-23T11:47:00Z,sale,115.68,25,ASC-015,False
TXN-00499,STR-011,REG-03,2025-10-13T11:47:00Z,sale,71.98,8,ASC-010,False
TXN-00500,STR-016,REG-02,2025-12-02T08:56:00Z,sale,77.62,20,ASC-059,False
