interaction_id,producer_id,timestamp,system,module,action,duration_ms,asset_id
MAM-0242,PRD-015,2026-03-11T08:08:30.112Z,DaVinci Resolve,Timeline,open_project,5400,AST-005009
MAM-0243,PRD-007,2026-03-11T08:18:00.778Z,Avid Media Composer,Timeline,scrub_timeline,8800,AST-001012
MAM-0244,PRD-002,2026-03-11T08:32:15.334Z,Avid Media Composer,Metadata,edit_field,2700,AST-002014
MAM-0245,PRD-008,2026-03-11T08:40:00.667Z,Avid Media Composer,Timeline,render_preview,19000,AST-002014
MAM-0246,PRD-003,2026-03-11T09:02:30.223Z,Frame.io,Review,view_comments,3600,AST-003009
MAM-0247,PRD-009,2026-03-11T09:10:00.890Z,Avid Media Composer,Timeline,trim_clip,3500,AST-004007
MAM-0248,PRD-006,2026-03-11T09:18:15.445Z,Avid Media Composer,Metadata,edit_field,2900,AST-009009
MAM-0249,PRD-021,2026-03-11T09:25:00.112Z,Telestream Vantage,QC,run_qc_check,46000,AST-002014
MAM-0250,PRD-025,2026-03-11T10:18:30.778Z,MediaSilo,Metadata,bulk_tag,5800,AST-009009
MAM-0251,PRD-010,2026-03-11T10:28:00.334Z,RightsTracker Pro,Clearance,review_status,5000,AST-005009
MAM-0252,PRD-011,2026-03-11T10:38:15.667Z,RightsTracker Pro,Clearance,submit_request,4200,AST-005009
MAM-0253,PRD-012,2026-03-11T10:48:00.223Z,RightsTracker Pro,Clearance,submit_request,3600,AST-009009
MAM-0254,PRD-022,2026-03-11T11:00:30.890Z,RightsTracker Pro,Compliance,gdpr_check,9800,AST-009009
MAM-0255,PRD-023,2026-03-11T11:18:00.445Z,DaVinci Resolve,Color,grade_clip,13500,AST-005009
MAM-0256,PRD-019,2026-03-11T11:42:15.112Z,Pro Tools,Audio,mix_audio,31000,AST-001012
MAM-0257,PRD-013,2026-03-11T12:18:00.778Z,Frame.io,Review,upload_cut,6500,AST-012011
MAM-0258,PRD-016,2026-03-11T12:28:30.334Z,Frame.io,Review,upload_cut,12000,AST-008008
MAM-0259,PRD-024,2026-03-11T12:45:00.667Z,Avid Media Composer,Metadata,edit_field,2500,AST-004007
MAM-0260,PRD-020,2026-03-11T12:52:15.223Z,Audition,Audio,export_audio,8000,AST-013004
MAM-0261,PRD-001,2026-03-12T08:02:00.890Z,Avid Media Composer,Metadata,edit_field,3100,AST-001012
MAM-0262,PRD-001,2026-03-12T08:10:15.445Z,Avid Media Composer,Metadata,save_metadata,1200,AST-001012
MAM-0263,PRD-015,2026-03-12T08:15:00.112Z,DaVinci Resolve,Metadata,edit_field,2700,AST-005009
MAM-0264,PRD-015,2026-03-12T08:22:30.778Z,DaVinci Resolve,Metadata,save_metadata,1300,AST-005009
MAM-0265,PRD-007,2026-03-12T08:28:00.334Z,Avid Media Composer,Timeline,add_marker,880,AST-001012
MAM-0266,PRD-002,2026-03-12T08:32:15.667Z,Avid Media Composer,Metadata,save_metadata,1050,AST-002014
MAM-0267,PRD-006,2026-03-12T08:38:00.223Z,Avid Media Composer,Metadata,save_metadata,1400,AST-009009
MAM-0268,PRD-021,2026-03-12T08:42:30.890Z,Telestream Vantage,QC,review_results,8200,AST-002014
MAM-0269,PRD-025,2026-03-12T08:55:00.445Z,MediaSilo,Asset Library,archive_asset,4800,AST-001011
MAM-0270,PRD-010,2026-03-12T09:05:15.112Z,RightsTracker Pro,Clearance,update_record,4000,AST-001012
MAM-0271,PRD-001,2026-03-12T14:00:00.778Z,Aspera,Delivery,initiate_transfer,10000,AST-001012
MAM-0272,PRD-001,2026-03-12T14:15:30.334Z,Aspera,Delivery,monitor_transfer,2200,AST-001012
MAM-0273,PRD-015,2026-03-12T14:22:00.667Z,Aspera,Delivery,initiate_transfer,11000,AST-005009
MAM-0274,PRD-017,2026-03-12T14:35:15.223Z,Aspera,Delivery,initiate_transfer,8800,AST-006004
MAM-0275,PRD-005,2026-03-12T14:48:00.890Z,Frame.io,Review,add_comment,1600,AST-006004
MAM-0276,PRD-001,2026-03-13T08:05:00.445Z,Avid Media Composer,Timeline,open_project,4100,AST-001013
MAM-0277,PRD-015,2026-03-13T08:12:15.112Z,DaVinci Resolve,Timeline,open_project,5500,AST-005010
MAM-0278,PRD-007,2026-03-13T08:22:00.778Z,Avid Media Composer,Timeline,scrub_timeline,9200,AST-001013
MAM-0279,PRD-002,2026-03-13T08:38:30.334Z,Avid Media Composer,Metadata,edit_field,2600,AST-002016
MAM-0280,PRD-003,2026-03-13T08:45:00.667Z,Frame.io,Review,upload_cut,22000,AST-003010
MAM-0281,PRD-009,2026-03-13T09:12:15.223Z,Avid Media Composer,Timeline,open_project,4200,AST-004008
MAM-0282,PRD-006,2026-03-13T09:20:00.890Z,Avid Media Composer,Metadata,edit_field,3200,AST-009010
MAM-0283,PRD-021,2026-03-13T09:28:30.445Z,Telestream Vantage,QC,run_qc_check,48000,AST-005010
MAM-0284,PRD-025,2026-03-13T10:22:00.112Z,MediaSilo,Metadata,bulk_tag,6200,AST-005010
MAM-0285,PRD-010,2026-03-13T10:32:15.778Z,RightsTracker Pro,Clearance,search_rights,3500,AST-001013
MAM-0286,PRD-010,2026-03-13T10:40:00.334Z,RightsTracker Pro,Clearance,submit_request,4500,AST-001013
MAM-0287,PRD-011,2026-03-13T10:50:30.667Z,RightsTracker Pro,Clearance,review_contract,15000,AST-005010
MAM-0288,PRD-012,2026-03-13T11:12:00.223Z,RightsTracker Pro,Clearance,submit_request,3400,AST-001013
MAM-0289,PRD-022,2026-03-13T11:18:15.890Z,RightsTracker Pro,Compliance,accessibility_check,10500,AST-010003
MAM-0290,PRD-023,2026-03-13T11:35:00.445Z,DaVinci Resolve,VFX,apply_effect,11000,AST-005010
MAM-0291,PRD-019,2026-03-13T11:52:30.112Z,Pro Tools,Audio,mix_audio,33000,AST-001013
MAM-0292,PRD-004,2026-03-13T12:30:00.778Z,Avid Media Composer,Metadata,edit_field,2400,AST-011005
MAM-0293,PRD-024,2026-03-13T12:38:15.334Z,Avid Media Composer,Metadata,edit_field,2600,AST-004008
MAM-0294,PRD-016,2026-03-13T12:45:00.667Z,Frame.io,Review,view_comments,3000,AST-008007
MAM-0295,PRD-020,2026-03-13T12:52:30.223Z,Audition,Audio,edit_audio,14000,AST-013005
MAM-0296,PRD-014,2026-03-13T13:10:00.890Z,MediaSilo,Metadata,edit_field,1300,AST-012011
MAM-0297,PRD-013,2026-03-13T13:18:15.445Z,Frame.io,Review,view_comments,1800,AST-012011
MAM-0298,PRD-005,2026-03-13T13:25:00.112Z,Avid Media Composer,Metadata,edit_field,2000,AST-014003
MAM-0299,PRD-017,2026-03-13T13:32:30.778Z,Aspera,Delivery,monitor_transfer,2400,AST-006004
MAM-0300,PRD-018,2026-03-13T13:40:00.334Z,Avid Media Composer,Metadata,edit_field,2200,AST-011005
MAM-0301,PRD-001,2026-03-14T08:02:15.667Z,Avid Media Composer,Metadata,edit_field,3000,AST-001013
MAM-0302,PRD-015,2026-03-14T08:10:00.223Z,DaVinci Resolve,Metadata,edit_field,2500,AST-005010
MAM-0303,PRD-007,2026-03-14T08:18:30.890Z,Avid Media Composer,Timeline,trim_clip,4200,AST-001013
MAM-0304,PRD-002,2026-03-14T08:25:00.445Z,Avid Media Composer,Metadata,save_metadata,1100,AST-002016
MAM-0305,PRD-006,2026-03-14T08:32:15.112Z,Avid Media Composer,Metadata,save_metadata,1500,AST-009010
MAM-0306,PRD-021,2026-03-14T08:38:00.778Z,Telestream Vantage,QC,review_results,9000,AST-005010
MAM-0307,PRD-025,2026-03-14T08:48:30.334Z,MediaSilo,Asset Library,archive_asset,5200,AST-001012
MAM-0308,PRD-010,2026-03-14T09:00:00.667Z,RightsTracker Pro,Clearance,update_record,4200,AST-005010
MAM-0309,PRD-011,2026-03-14T09:10:15.223Z,RightsTracker Pro,Clearance,submit_request,4000,AST-005010
MAM-0310,PRD-022,2026-03-14T09:20:00.890Z,RightsTracker Pro,Compliance,content_rating,7500,AST-003010
MAM-0311,PRD-001,2026-03-15T08:05:00.445Z,Avid Media Composer,Timeline,open_project,4300,AST-001014
MAM-0312,PRD-015,2026-03-15T08:12:30.112Z,DaVinci Resolve,Timeline,open_project,5600,AST-005011
MAM-0313,PRD-007,2026-03-15T08:25:00.778Z,Avid Media Composer,Timeline,scrub_timeline,9400,AST-001014
MAM-0314,PRD-002,2026-03-15T08:40:15.334Z,Avid Media Composer,Metadata,edit_field,2700,AST-002018
MAM-0315,PRD-008,2026-03-15T08:48:00.667Z,Avid Media Composer,Timeline,render_preview,21000,AST-002018
MAM-0316,PRD-003,2026-03-15T09:15:30.223Z,Frame.io,Review,upload_cut,25000,AST-003011
MAM-0317,PRD-009,2026-03-15T09:45:00.890Z,Avid Media Composer,Timeline,open_project,4400,AST-004009
MAM-0318,PRD-006,2026-03-15T09:52:15.445Z,Avid Media Composer,Metadata,edit_field,3000,AST-009010
MAM-0319,PRD-021,2026-03-15T10:00:00.112Z,Telestream Vantage,QC,run_qc_check,47000,AST-001014
MAM-0320,PRD-025,2026-03-15T10:50:30.778Z,MediaSilo,Metadata,bulk_tag,5600,AST-001014
MAM-0321,PRD-010,2026-03-15T11:00:00.334Z,RightsTracker Pro,Clearance,search_rights,3400,AST-005011
MAM-0322,PRD-011,2026-03-15T11:08:30.667Z,RightsTracker Pro,Clearance,review_contract,15500,AST-005011
MAM-0323,PRD-012,2026-03-15T11:32:00.223Z,RightsTracker Pro,Clearance,submit_request,3800,AST-005011
MAM-0324,PRD-022,2026-03-15T11:40:15.890Z,RightsTracker Pro,Compliance,fcc_check,10000,AST-005011
MAM-0325,PRD-023,2026-03-15T12:00:00.445Z,DaVinci Resolve,Color,grade_clip,14000,AST-005011
MAM-0326,PRD-019,2026-03-15T12:25:30.112Z,Pro Tools,Audio,mix_audio,32000,AST-001014
MAM-0327,PRD-024,2026-03-15T13:02:00.778Z,Avid Media Composer,Metadata,edit_field,2500,AST-004009
MAM-0328,PRD-016,2026-03-15T13:10:15.334Z,Frame.io,Review,upload_cut,11000,AST-008009
MAM-0329,PRD-020,2026-03-15T13:25:00.667Z,Audition,Audio,edit_audio,15000,AST-013005
MAM-0330,PRD-013,2026-03-15T13:45:30.223Z,Frame.io,Review,upload_cut,6200,AST-012012
MAM-0331,PRD-001,2026-03-16T08:00:30.890Z,Avid Media Composer,Timeline,open_project,4000,AST-001015
MAM-0332,PRD-015,2026-03-16T08:08:15.445Z,DaVinci Resolve,Timeline,open_project,5500,AST-005012
MAM-0333,PRD-007,2026-03-16T08:18:00.112Z,Avid Media Composer,Timeline,scrub_timeline,9000,AST-001015
MAM-0334,PRD-002,2026-03-16T08:32:30.778Z,Avid Media Composer,Metadata,edit_field,2800,AST-002020
MAM-0335,PRD-003,2026-03-16T08:40:00.334Z,Frame.io,Review,view_comments,3800,AST-003011
MAM-0336,PRD-009,2026-03-16T08:48:15.667Z,Avid Media Composer,Metadata,edit_field,2600,AST-004009
MAM-0337,PRD-006,2026-03-16T08:55:00.223Z,Avid Media Composer,Metadata,edit_field,3200,AST-009010
MAM-0338,PRD-021,2026-03-16T09:02:30.890Z,Telestream Vantage,QC,run_qc_check,45000,AST-001015
MAM-0339,PRD-025,2026-03-16T09:52:00.445Z,MediaSilo,Metadata,bulk_tag,5400,AST-005012
MAM-0340,PRD-010,2026-03-16T10:02:15.112Z,RightsTracker Pro,Clearance,review_status,5000,AST-005012
MAM-0341,PRD-011,2026-03-16T10:12:00.778Z,RightsTracker Pro,Clearance,submit_request,4200,AST-005012
MAM-0342,PRD-012,2026-03-16T10:22:30.334Z,RightsTracker Pro,Clearance,submit_request,3600,AST-009010
MAM-0343,PRD-022,2026-03-16T10:30:00.667Z,RightsTracker Pro,Compliance,gdpr_check,9500,AST-005012
MAM-0344,PRD-023,2026-03-16T10:48:15.223Z,DaVinci Resolve,VFX,apply_effect,10000,AST-005012
MAM-0345,PRD-019,2026-03-16T11:05:00.890Z,Pro Tools,Audio,export_stems,11000,AST-001015
MAM-0346,PRD-024,2026-03-16T11:22:30.445Z,Avid Media Composer,Metadata,save_metadata,1200,AST-004009
MAM-0347,PRD-004,2026-03-16T11:28:00.112Z,Avid Media Composer,Metadata,edit_field,2400,AST-011006
MAM-0348,PRD-018,2026-03-16T11:35:15.778Z,Avid Media Composer,Metadata,edit_field,2200,AST-011006
MAM-0349,PRD-014,2026-03-16T11:42:00.334Z,MediaSilo,Metadata,edit_field,1100,AST-012012
MAM-0350,PRD-017,2026-03-16T11:48:30.667Z,Aspera,Delivery,initiate_transfer,9000,AST-014003
MAM-0351,PRD-001,2026-03-17T08:05:15.223Z,Avid Media Composer,Metadata,edit_field,3200,AST-001015
MAM-0352,PRD-015,2026-03-17T08:12:00.890Z,DaVinci Resolve,Metadata,edit_field,2800,AST-005012
MAM-0353,PRD-007,2026-03-17T08:20:30.445Z,Avid Media Composer,Timeline,add_marker,950,AST-001015
MAM-0354,PRD-002,2026-03-17T08:25:00.112Z,Avid Media Composer,Metadata,save_metadata,1050,AST-002020
MAM-0355,PRD-021,2026-03-17T08:30:15.778Z,Telestream Vantage,QC,review_results,8500,AST-001015
MAM-0356,PRD-025,2026-03-17T08:42:00.334Z,MediaSilo,Asset Library,archive_asset,4600,AST-001013
MAM-0357,PRD-010,2026-03-17T08:52:30.667Z,RightsTracker Pro,Clearance,update_record,3800,AST-005012
MAM-0358,PRD-006,2026-03-17T09:00:00.223Z,Avid Media Composer,Metadata,save_metadata,1300,AST-009010
MAM-0359,PRD-001,2026-03-17T14:00:15.890Z,Aspera,Delivery,initiate_transfer,10500,AST-001015
MAM-0360,PRD-015,2026-03-17T14:15:00.445Z,Aspera,Delivery,initiate_transfer,11500,AST-005012
MAM-0361,PRD-001,2026-03-18T08:02:00.112Z,Avid Media Composer,Timeline,open_project,4200,AST-001016
MAM-0362,PRD-015,2026-03-18T08:10:15.778Z,DaVinci Resolve,Timeline,open_project,5700,AST-005012
MAM-0363,PRD-007,2026-03-18T08:22:00.334Z,Avid Media Composer,Timeline,scrub_timeline,9500,AST-001016
MAM-0364,PRD-002,2026-03-18T08:38:30.667Z,Avid Media Composer,Metadata,edit_field,2900,AST-002022
MAM-0365,PRD-003,2026-03-18T08:45:00.223Z,Frame.io,Review,upload_cut,24000,AST-003012
MAM-0366,PRD-009,2026-03-18T09:15:15.890Z,Avid Media Composer,Timeline,open_project,4500,AST-004010
MAM-0367,PRD-006,2026-03-18T09:22:00.445Z,Avid Media Composer,Metadata,edit_field,3100,AST-009010
MAM-0368,PRD-021,2026-03-18T09:30:30.112Z,Telestream Vantage,QC,run_qc_check,50000,AST-001016
MAM-0369,PRD-025,2026-03-18T10:25:00.778Z,MediaSilo,Metadata,bulk_tag,6000,AST-001016
MAM-0370,PRD-010,2026-03-18T10:35:15.334Z,RightsTracker Pro,Clearance,search_rights,3600,AST-001016
MAM-0371,PRD-011,2026-03-18T10:42:00.667Z,RightsTracker Pro,Clearance,review_contract,16000,AST-001016
MAM-0372,PRD-012,2026-03-18T11:05:30.223Z,RightsTracker Pro,Clearance,submit_request,3800,AST-003012
MAM-0373,PRD-022,2026-03-18T11:12:00.890Z,RightsTracker Pro,Compliance,content_rating,8000,AST-003012
MAM-0374,PRD-023,2026-03-18T11:28:30.445Z,DaVinci Resolve,Color,grade_clip,13000,AST-005012
MAM-0375,PRD-019,2026-03-18T11:48:00.112Z,Pro Tools,Audio,mix_audio,35000,AST-001016
MAM-0376,PRD-024,2026-03-18T12:28:15.778Z,Avid Media Composer,Metadata,edit_field,2700,AST-004010
MAM-0377,PRD-016,2026-03-18T12:35:00.334Z,Frame.io,Review,upload_cut,13000,AST-008010
MAM-0378,PRD-020,2026-03-18T12:52:30.667Z,Audition,Audio,edit_audio,17000,AST-013006
MAM-0379,PRD-013,2026-03-18T13:15:00.223Z,Frame.io,Review,upload_cut,7500,AST-012014
MAM-0380,PRD-014,2026-03-18T13:28:15.890Z,MediaSilo,Metadata,edit_field,1200,AST-012014
MAM-0381,PRD-005,2026-03-18T13:35:00.445Z,Frame.io,Review,view_comments,3200,AST-014004
MAM-0382,PRD-017,2026-03-18T13:42:30.112Z,Aspera,Delivery,initiate_transfer,9200,AST-006004
MAM-0383,PRD-004,2026-03-18T13:50:00.778Z,Avid Media Composer,Metadata,edit_field,2300,AST-011007
MAM-0384,PRD-018,2026-03-18T13:58:15.334Z,Avid Media Composer,Metadata,edit_field,2100,AST-011007
MAM-0385,PRD-001,2026-03-19T08:05:00.667Z,Avid Media Composer,Metadata,edit_field,3300,AST-001016
MAM-0386,PRD-001,2026-03-19T08:12:30.223Z,Avid Media Composer,Metadata,save_metadata,1200,AST-001016
MAM-0387,PRD-015,2026-03-19T08:18:00.890Z,DaVinci Resolve,Metadata,save_metadata,1300,AST-005012
MAM-0388,PRD-007,2026-03-19T08:22:15.445Z,Avid Media Composer,Timeline,trim_clip,4000,AST-001016
MAM-0389,PRD-021,2026-03-19T08:30:00.112Z,Telestream Vantage,QC,review_results,9200,AST-001016
MAM-0390,PRD-025,2026-03-19T08:42:30.778Z,MediaSilo,Asset Library,archive_asset,5000,AST-001015
MAM-0391,PRD-010,2026-03-19T08:52:00.334Z,RightsTracker Pro,Clearance,update_record,4200,AST-001016
MAM-0392,PRD-006,2026-03-19T09:00:15.667Z,Avid Media Composer,Metadata,save_metadata,1400,AST-009010
MAM-0393,PRD-011,2026-03-19T09:08:00.223Z,RightsTracker Pro,Clearance,submit_request,4000,AST-001016
MAM-0394,PRD-022,2026-03-19T09:18:30.890Z,RightsTracker Pro,Compliance,fcc_check,9800,AST-001016
MAM-0395,PRD-001,2026-03-19T14:05:00.445Z,Aspera,Delivery,initiate_transfer,10000,AST-001016
MAM-0396,PRD-015,2026-03-19T14:18:15.112Z,Aspera,Delivery,monitor_transfer,2400,AST-005012
MAM-0397,PRD-003,2026-03-19T14:25:00.778Z,Frame.io,Review,approve_cut,2800,AST-003012
MAM-0398,PRD-009,2026-03-19T14:32:30.334Z,Avid Media Composer,Metadata,save_metadata,1200,AST-004010
MAM-0399,PRD-024,2026-03-19T14:38:00.667Z,Avid Media Composer,Metadata,save_metadata,1100,AST-004010
MAM-0400,PRD-008,2026-03-19T14:42:15.223Z,Avid Media Composer,Timeline,render_preview,20000,AST-002022
